,X [ m ], Y [ m ], Z [ m ], Temperature [ K ]
3896,-3.73E+00,-8.32E+00,3.05E+00,2.95E+02
3897,-3.76E+00,-8.75E+00,3.12E+00,2.95E+02
3898,-3.79E+00,-9.17E+00,3.26E+00,2.95E+02
3899,-3.80E+00,-9.37E+00,3.37E+00,2.95E+02
3900,-3.83E+00,-9.66E+00,3.60E+00,2.95E+02
3901,-3.86E+00,-9.90E+00,3.92E+00,2.95E+02
3902,-3.87E+00,-9.96E+00,4.02E+00,2.95E+02
3903,-3.89E+00,-1.01E+01,4.23E+00,2.95E+02
3904,-3.89E+00,-1.01E+01,4.26E+00,2.95E+02
3905,-3.90E+00,-1.01E+01,4.33E+00,2.95E+02
3906,-3.92E+00,-1.01E+01,4.46E+00,2.95E+02
3907,-3.92E+00,-1.01E+01,4.49E+00,2.95E+02
3908,-3.93E+00,-1.02E+01,4.54E+00,2.95E+02
3909,-3.94E+00,-1.02E+01,4.58E+00,2.95E+02
3910,-3.95E+00,-1.01E+01,4.64E+00,2.95E+02
3911,-3.96E+00,-1.01E+01,4.65E+00,2.95E+02
3912,-3.97E+00,-1.01E+01,4.69E+00,2.95E+02
3913,-3.99E+00,-1.01E+01,4.73E+00,2.95E+02
3914,-4.01E+00,-9.98E+00,4.77E+00,2.95E+02
3915,-4.05E+00,-9.77E+00,4.84E+00,2.95E+02
3916,-4.06E+00,-9.70E+00,4.86E+00,2.95E+02
3917,-4.09E+00,-9.55E+00,4.88E+00,2.95E+02
3918,-4.12E+00,-9.33E+00,4.90E+00,2.95E+02
3919,-4.15E+00,-9.14E+00,4.92E+00,2.95E+02
3920,-4.18E+00,-8.97E+00,4.93E+00,2.95E+02
3921,-4.23E+00,-8.67E+00,4.95E+00,2.94E+02
3922,-4.28E+00,-8.34E+00,4.96E+00,2.94E+02
3923,-4.39E+00,-7.70E+00,4.99E+00,2.94E+02
3924,-4.43E+00,-7.46E+00,5.01E+00,2.94E+02
3925,-4.52E+00,-6.92E+00,5.04E+00,2.94E+02
3926,-4.58E+00,-6.52E+00,5.07E+00,2.94E+02
3927,-4.68E+00,-5.77E+00,5.12E+00,2.94E+02
3928,-4.73E+00,-5.38E+00,5.14E+00,2.94E+02
3929,-4.77E+00,-5.13E+00,5.15E+00,2.94E+02
3930,-4.85E+00,-4.63E+00,5.16E+00,2.94E+02
3931,-4.98E+00,-4.05E+00,5.17E+00,2.94E+02
3932,-5.03E+00,-3.85E+00,5.18E+00,2.94E+02
3933,-5.15E+00,-3.46E+00,5.19E+00,2.94E+02
3934,-5.42E+00,-2.76E+00,5.17E+00,2.94E+02
3935,-5.45E+00,-2.69E+00,5.17E+00,2.94E+02
3936,-5.52E+00,-2.55E+00,5.15E+00,2.94E+02
3937,-5.64E+00,-2.30E+00,5.11E+00,2.94E+02
3938,-5.83E+00,-1.97E+00,4.98E+00,2.94E+02
3939,-6.01E+00,-1.73E+00,4.82E+00,2.94E+02
3940,-6.20E+00,-1.52E+00,4.64E+00,2.94E+02
3941,-6.39E+00,-1.35E+00,4.48E+00,2.94E+02
3942,-6.52E+00,-1.26E+00,4.40E+00,2.94E+02
3943,-6.78E+00,-1.11E+00,4.32E+00,2.94E+02
3944,-7.06E+00,-1.01E+00,4.33E+00,2.94E+02
3945,-7.18E+00,-9.87E-01,4.36E+00,2.94E+02
3946,-7.42E+00,-9.62E-01,4.44E+00,2.95E+02
3947,-7.67E+00,-9.70E-01,4.56E+00,2.95E+02
3948,-7.95E+00,-1.02E+00,4.72E+00,2.95E+02
3949,-8.18E+00,-1.09E+00,4.86E+00,2.95E+02
3950,-8.49E+00,-1.25E+00,5.12E+00,2.95E+02
3951,-8.74E+00,-1.36E+00,5.40E+00,2.95E+02
3952,-9.06E+00,-1.32E+00,5.76E+00,2.95E+02
3953,-9.10E+00,-1.30E+00,5.80E+00,2.95E+02
3954,-9.18E+00,-1.24E+00,5.89E+00,2.95E+02
3955,-9.39E+00,-1.11E+00,6.06E+00,2.95E+02
3956,-9.42E+00,-1.09E+00,6.09E+00,2.95E+02
3957,-9.50E+00,-1.04E+00,6.16E+00,2.95E+02
3958,-9.57E+00,-9.98E-01,6.21E+00,2.95E+02
3959,-9.63E+00,-9.66E-01,6.25E+00,2.95E+02
3960,-9.72E+00,-9.25E-01,6.32E+00,2.95E+02
3961,-9.73E+00,-9.17E-01,6.33E+00,2.95E+02
3962,-9.78E+00,-8.99E-01,6.36E+00,2.95E+02
3963,-9.88E+00,-8.64E-01,6.44E+00,2.95E+02
3964,-9.90E+00,-8.57E-01,6.46E+00,2.95E+02
3965,-9.94E+00,-8.44E-01,6.51E+00,2.95E+02
3966,-1.00E+01,-8.23E-01,6.60E+00,2.95E+02
3967,-1.01E+01,-8.07E-01,6.71E+00,2.95E+02
3968,-1.01E+01,-8.01E-01,6.76E+00,2.95E+02
3969,9.60E-01,-1.05E+01,4.76E+00,2.92E+02
3970,9.48E-01,-1.04E+01,4.76E+00,2.92E+02
3971,9.34E-01,-1.03E+01,4.76E+00,2.92E+02
3972,9.30E-01,-1.03E+01,4.76E+00,2.92E+02
3973,9.26E-01,-1.03E+01,4.76E+00,2.92E+02
3974,9.21E-01,-1.03E+01,4.76E+00,2.93E+02
3975,9.14E-01,-1.02E+01,4.76E+00,2.93E+02
3976,9.02E-01,-1.01E+01,4.76E+00,2.92E+02
3977,8.84E-01,-1.01E+01,4.76E+00,2.92E+02
3978,8.50E-01,-9.86E+00,4.76E+00,2.93E+02
3979,7.88E-01,-9.53E+00,4.76E+00,2.93E+02
3980,7.28E-01,-9.20E+00,4.77E+00,2.93E+02
3981,6.29E-01,-8.67E+00,4.78E+00,2.94E+02
3982,5.28E-01,-8.13E+00,4.80E+00,2.94E+02
3983,4.80E-01,-7.88E+00,4.81E+00,2.94E+02
3984,3.90E-01,-7.40E+00,4.83E+00,2.94E+02
3985,2.51E-01,-6.69E+00,4.86E+00,2.94E+02
3986,7.62E-02,-5.90E+00,4.90E+00,2.94E+02
3987,-4.22E-02,-5.39E+00,4.94E+00,2.94E+02
3988,-1.55E-01,-4.89E+00,4.98E+00,2.94E+02
3989,-3.11E-01,-4.14E+00,5.06E+00,2.94E+02
3990,-4.64E-01,-3.28E+00,5.15E+00,2.94E+02
3991,-5.90E-01,-2.52E+00,5.21E+00,2.94E+02
3992,-6.35E-01,-2.25E+00,5.22E+00,2.94E+02
3993,-7.30E-01,-1.77E+00,5.20E+00,2.94E+02
3994,-7.64E-01,-1.62E+00,5.20E+00,2.94E+02
3995,-8.28E-01,-1.37E+00,5.18E+00,2.94E+02
3996,-8.72E-01,-1.20E+00,5.17E+00,2.94E+02
3997,-9.37E-01,-9.54E-01,5.15E+00,2.94E+02
3998,-9.48E-01,-9.13E-01,5.15E+00,2.94E+02
3999,-9.66E-01,-8.36E-01,5.14E+00,2.94E+02
4000,-9.91E-01,-7.12E-01,5.14E+00,2.94E+02
4001,-1.00E+00,-6.46E-01,5.13E+00,2.94E+02
4002,-1.01E+00,-5.59E-01,5.13E+00,2.94E+02
4003,-1.01E+00,-4.92E-01,5.12E+00,2.94E+02
4004,-1.01E+00,-4.68E-01,5.12E+00,2.94E+02
4005,-1.00E+00,-4.30E-01,5.11E+00,2.94E+02
4006,-9.97E-01,-4.10E-01,5.11E+00,2.94E+02
4007,-9.78E-01,-3.83E-01,5.10E+00,2.94E+02
4008,-9.43E-01,-3.63E-01,5.07E+00,2.94E+02
4009,-8.85E-01,-3.44E-01,5.03E+00,2.94E+02
4010,-8.36E-01,-3.30E-01,4.97E+00,2.94E+02
4011,-7.97E-01,-3.20E-01,4.93E+00,2.94E+02
4012,-7.17E-01,-3.08E-01,4.83E+00,2.94E+02
4013,-6.55E-01,-2.98E-01,4.75E+00,2.94E+02
4014,-5.19E-01,-2.79E-01,4.53E+00,2.94E+02
4015,-4.27E-01,-2.55E-01,4.34E+00,2.94E+02
4016,-2.86E-01,-2.30E-01,3.99E+00,2.94E+02
4017,-1.81E-01,-2.27E-01,3.74E+00,2.94E+02
4018,3.54E-02,-2.42E-01,3.32E+00,2.94E+02
4019,2.39E-01,-2.74E-01,3.03E+00,2.94E+02
4020,4.71E-01,-3.31E-01,2.80E+00,2.94E+02
4021,5.63E-01,-3.63E-01,2.74E+00,2.94E+02
4022,7.49E-01,-4.47E-01,2.64E+00,2.94E+02
4023,9.02E-01,-5.34E-01,2.58E+00,2.94E+02
4024,1.09E+00,-6.66E-01,2.53E+00,2.94E+02
4025,1.25E+00,-7.87E-01,2.50E+00,2.94E+02
4026,1.56E+00,-1.04E+00,2.47E+00,2.94E+02
4027,1.93E+00,-1.32E+00,2.45E+00,2.94E+02
4028,2.05E+00,-1.40E+00,2.44E+00,2.94E+02
4029,2.28E+00,-1.55E+00,2.41E+00,2.94E+02
4030,2.44E+00,-1.65E+00,2.38E+00,2.94E+02
4031,2.79E+00,-1.83E+00,2.28E+00,2.94E+02
4032,3.13E+00,-1.96E+00,2.18E+00,2.94E+02
4033,3.43E+00,-2.05E+00,2.10E+00,2.94E+02
4034,3.63E+00,-2.11E+00,2.06E+00,2.94E+02
4035,4.03E+00,-2.24E+00,2.00E+00,2.94E+02
4036,4.52E+00,-2.44E+00,1.98E+00,2.94E+02
4037,4.95E+00,-2.65E+00,2.02E+00,2.95E+02
4038,5.33E+00,-2.87E+00,2.14E+00,2.95E+02
4039,5.74E+00,-3.15E+00,2.37E+00,2.95E+02
4040,6.06E+00,-3.41E+00,2.67E+00,2.95E+02
4041,6.28E+00,-3.61E+00,3.01E+00,2.95E+02
4042,6.38E+00,-3.69E+00,3.25E+00,2.95E+02
4043,6.46E+00,-3.75E+00,3.76E+00,2.95E+02
4044,6.43E+00,-3.68E+00,4.24E+00,2.95E+02
4045,6.37E+00,-3.59E+00,4.46E+00,2.95E+02
4046,6.22E+00,-3.34E+00,4.84E+00,2.95E+02
4047,6.17E+00,-3.24E+00,4.94E+00,2.95E+02
4048,6.07E+00,-3.00E+00,5.12E+00,2.95E+02
4049,5.96E+00,-2.66E+00,5.29E+00,2.95E+02
4050,5.92E+00,-2.28E+00,5.39E+00,2.95E+02
4051,5.92E+00,-2.23E+00,5.40E+00,2.95E+02
4052,5.92E+00,-2.13E+00,5.41E+00,2.95E+02
4053,5.96E+00,-1.94E+00,5.41E+00,2.95E+02
4054,5.96E+00,-1.90E+00,5.41E+00,2.95E+02
4055,5.98E+00,-1.84E+00,5.40E+00,2.95E+02
4056,6.04E+00,-1.73E+00,5.36E+00,2.95E+02
4057,6.15E+00,-1.61E+00,5.29E+00,2.95E+02
4058,6.31E+00,-1.46E+00,5.18E+00,2.95E+02
4059,6.52E+00,-1.31E+00,5.04E+00,2.95E+02
4060,6.81E+00,-1.15E+00,4.88E+00,2.95E+02
4061,7.16E+00,-1.02E+00,4.72E+00,2.95E+02
4062,7.31E+00,-9.85E-01,4.67E+00,2.95E+02
4063,7.61E+00,-9.32E-01,4.56E+00,2.95E+02
4064,7.73E+00,-9.21E-01,4.52E+00,2.95E+02
4065,7.94E+00,-9.17E-01,4.44E+00,2.95E+02
4066,8.13E+00,-9.28E-01,4.36E+00,2.95E+02
4067,8.36E+00,-9.73E-01,4.22E+00,2.95E+02
4068,8.59E+00,-1.10E+00,3.94E+00,2.95E+02
4069,8.72E+00,-1.31E+00,3.63E+00,2.95E+02
4070,8.77E+00,-1.57E+00,3.31E+00,2.95E+02
4071,8.75E+00,-1.88E+00,3.05E+00,2.95E+02
4072,8.71E+00,-2.12E+00,2.90E+00,2.95E+02
4073,8.61E+00,-2.51E+00,2.77E+00,2.95E+02
4074,8.46E+00,-2.97E+00,2.71E+00,2.95E+02
4075,8.37E+00,-3.21E+00,2.72E+00,2.95E+02
4076,8.25E+00,-3.53E+00,2.77E+00,2.95E+02
4077,8.14E+00,-3.88E+00,2.85E+00,2.95E+02
4078,8.07E+00,-4.22E+00,2.96E+00,2.95E+02
4079,8.02E+00,-4.66E+00,3.11E+00,2.95E+02
4080,7.97E+00,-5.20E+00,3.27E+00,2.95E+02
4081,7.94E+00,-5.46E+00,3.34E+00,2.95E+02
4082,7.84E+00,-5.96E+00,3.42E+00,2.95E+02
4083,7.62E+00,-6.55E+00,3.46E+00,2.95E+02
4084,7.21E+00,-7.19E+00,3.39E+00,2.95E+02
4085,7.10E+00,-7.32E+00,3.36E+00,2.95E+02
4086,6.86E+00,-7.56E+00,3.30E+00,2.95E+02
4087,6.69E+00,-7.71E+00,3.25E+00,2.95E+02
4088,6.31E+00,-8.02E+00,3.17E+00,2.95E+02
4089,6.21E+00,-8.09E+00,3.16E+00,2.95E+02
4090,5.99E+00,-8.23E+00,3.14E+00,2.95E+02
4091,5.85E+00,-8.31E+00,3.14E+00,2.95E+02
4092,5.53E+00,-8.47E+00,3.17E+00,2.95E+02
4093,5.48E+00,-8.49E+00,3.18E+00,2.95E+02
4094,5.38E+00,-8.54E+00,3.20E+00,2.95E+02
4095,5.17E+00,-8.63E+00,3.29E+00,2.95E+02
4096,5.06E+00,-8.68E+00,3.35E+00,2.95E+02
4097,4.88E+00,-8.76E+00,3.52E+00,2.95E+02
4098,4.84E+00,-8.78E+00,3.57E+00,2.95E+02
4099,4.78E+00,-8.80E+00,3.68E+00,2.95E+02
4100,4.77E+00,-8.80E+00,3.72E+00,2.95E+02
4101,4.75E+00,-8.80E+00,3.78E+00,2.95E+02
4102,4.73E+00,-8.79E+00,3.84E+00,2.95E+02
4103,4.72E+00,-8.77E+00,3.92E+00,2.95E+02
4104,4.72E+00,-8.71E+00,4.01E+00,2.95E+02
4105,4.72E+00,-8.64E+00,4.07E+00,2.95E+02
4106,4.73E+00,-8.54E+00,4.15E+00,2.95E+02
4107,4.73E+00,-8.52E+00,4.16E+00,2.95E+02
4108,4.74E+00,-8.47E+00,4.19E+00,2.95E+02
4109,4.73E+00,-8.36E+00,4.23E+00,2.95E+02
4110,4.71E+00,-8.25E+00,4.25E+00,2.94E+02
4111,4.65E+00,-7.99E+00,4.29E+00,2.94E+02
4112,4.55E+00,-7.64E+00,4.33E+00,2.94E+02
4113,4.44E+00,-7.26E+00,4.36E+00,2.94E+02
4114,4.39E+00,-7.10E+00,4.37E+00,2.94E+02
4115,4.29E+00,-6.77E+00,4.38E+00,2.94E+02
4116,4.06E+00,-6.10E+00,4.37E+00,2.94E+02
4117,3.89E+00,-5.65E+00,4.36E+00,2.94E+02
4118,3.77E+00,-5.33E+00,4.36E+00,2.94E+02
4119,3.55E+00,-4.75E+00,4.33E+00,2.94E+02
4120,3.32E+00,-4.07E+00,4.29E+00,2.94E+02
4121,3.27E+00,-3.92E+00,4.28E+00,2.94E+02
4122,3.19E+00,-3.63E+00,4.25E+00,2.94E+02
4123,3.05E+00,-3.11E+00,4.19E+00,2.94E+02
4124,2.90E+00,-2.44E+00,4.09E+00,2.94E+02
4125,2.85E+00,-2.21E+00,4.05E+00,2.94E+02
4126,2.77E+00,-1.79E+00,3.96E+00,2.94E+02
4127,2.71E+00,-1.32E+00,3.86E+00,2.94E+02
4128,2.70E+00,-1.24E+00,3.84E+00,2.94E+02
4129,2.68E+00,-1.06E+00,3.81E+00,2.94E+02
4130,2.62E+00,-7.24E-01,3.72E+00,2.94E+02
4131,2.50E+00,-4.01E-01,3.61E+00,2.94E+02
4132,2.44E+00,-2.98E-01,3.56E+00,2.94E+02
4133,2.29E+00,-1.27E-01,3.45E+00,2.94E+02
4134,2.00E+00,7.11E-02,3.26E+00,2.94E+02
4135,1.81E+00,1.80E-01,3.12E+00,2.94E+02
4136,1.57E+00,3.13E-01,2.92E+00,2.94E+02
4137,1.49E+00,3.64E-01,2.85E+00,2.94E+02
4138,1.35E+00,4.76E-01,2.72E+00,2.94E+02
4139,1.22E+00,6.55E-01,2.59E+00,2.94E+02
4140,1.19E+00,7.33E-01,2.55E+00,2.94E+02
4141,1.13E+00,9.18E-01,2.48E+00,2.94E+02
4142,1.11E+00,1.06E+00,2.45E+00,2.94E+02
4143,1.10E+00,1.26E+00,2.41E+00,2.94E+02
4144,1.11E+00,1.44E+00,2.40E+00,2.94E+02
4145,1.18E+00,1.78E+00,2.39E+00,2.94E+02
4146,1.27E+00,2.07E+00,2.39E+00,2.94E+02
4147,1.50E+00,2.61E+00,2.41E+00,2.94E+02
4148,1.75E+00,3.14E+00,2.40E+00,2.94E+02
4149,2.00E+00,3.65E+00,2.33E+00,2.95E+02
4150,2.20E+00,4.05E+00,2.23E+00,2.95E+02
4151,2.45E+00,4.49E+00,2.07E+00,2.95E+02
4152,2.72E+00,4.86E+00,1.91E+00,2.95E+02
4153,2.87E+00,5.03E+00,1.83E+00,2.95E+02
4154,3.21E+00,5.38E+00,1.69E+00,2.95E+02
4155,3.44E+00,5.61E+00,1.63E+00,2.95E+02
4156,3.76E+00,5.95E+00,1.60E+00,2.95E+02
4157,3.89E+00,6.12E+00,1.62E+00,2.95E+02
4158,3.97E+00,6.22E+00,1.64E+00,2.95E+02
4159,4.09E+00,6.41E+00,1.71E+00,2.95E+02
4160,4.20E+00,6.62E+00,1.83E+00,2.95E+02
4161,4.23E+00,6.71E+00,1.89E+00,2.95E+02
4162,4.28E+00,6.86E+00,2.03E+00,2.95E+02
4163,4.33E+00,7.10E+00,2.32E+00,2.95E+02
4164,4.32E+00,7.20E+00,2.49E+00,2.95E+02
4165,4.28E+00,7.38E+00,2.83E+00,2.95E+02
4166,4.25E+00,7.44E+00,2.96E+00,2.95E+02
4167,4.19E+00,7.53E+00,3.25E+00,2.95E+02
4168,4.14E+00,7.61E+00,3.65E+00,2.95E+02
4169,4.13E+00,7.62E+00,3.74E+00,2.95E+02
4170,4.12E+00,7.63E+00,3.90E+00,2.95E+02
4171,4.10E+00,7.57E+00,4.18E+00,2.95E+02
4172,4.08E+00,7.50E+00,4.30E+00,2.95E+02
4173,4.06E+00,7.33E+00,4.48E+00,2.95E+02
4174,4.03E+00,7.17E+00,4.59E+00,2.95E+02
4175,3.97E+00,7.01E+00,4.68E+00,2.95E+02
4176,3.83E+00,6.81E+00,4.77E+00,2.95E+02
4177,3.62E+00,6.61E+00,4.82E+00,2.95E+02
4178,3.52E+00,6.54E+00,4.83E+00,2.95E+02
4179,3.32E+00,6.42E+00,4.83E+00,2.95E+02
4180,3.06E+00,6.27E+00,4.78E+00,2.95E+02
4181,2.82E+00,6.14E+00,4.68E+00,2.95E+02
4182,2.63E+00,6.04E+00,4.58E+00,2.95E+02
4183,2.56E+00,6.00E+00,4.54E+00,2.95E+02
4184,2.42E+00,5.92E+00,4.44E+00,2.95E+02
4185,2.22E+00,5.83E+00,4.27E+00,2.95E+02
4186,2.04E+00,5.82E+00,4.10E+00,2.95E+02
4187,1.89E+00,5.86E+00,3.92E+00,2.95E+02
4188,1.78E+00,5.95E+00,3.75E+00,2.95E+02
4189,1.69E+00,6.05E+00,3.58E+00,2.95E+02
4190,1.56E+00,6.28E+00,3.23E+00,2.95E+02
4191,1.53E+00,6.35E+00,3.12E+00,2.95E+02
4192,1.48E+00,6.52E+00,2.90E+00,2.95E+02
4193,1.48E+00,6.59E+00,2.82E+00,2.95E+02
4194,1.48E+00,6.74E+00,2.69E+00,2.95E+02
4195,1.49E+00,6.88E+00,2.59E+00,2.95E+02
4196,1.54E+00,7.06E+00,2.49E+00,2.95E+02
4197,1.56E+00,7.13E+00,2.46E+00,2.95E+02
4198,1.61E+00,7.28E+00,2.43E+00,2.95E+02
4199,1.67E+00,7.43E+00,2.41E+00,2.95E+02
4200,1.80E+00,7.71E+00,2.45E+00,2.95E+02
4201,1.94E+00,7.92E+00,2.56E+00,2.95E+02
4202,2.07E+00,8.06E+00,2.73E+00,2.95E+02
4203,2.15E+00,8.11E+00,2.86E+00,2.95E+02
4204,2.28E+00,8.13E+00,3.15E+00,2.95E+02
4205,2.32E+00,8.10E+00,3.27E+00,2.95E+02
4206,2.38E+00,8.02E+00,3.51E+00,2.95E+02
4207,2.41E+00,7.91E+00,3.68E+00,2.95E+02
4208,2.40E+00,7.65E+00,3.95E+00,2.95E+02
4209,2.39E+00,7.56E+00,4.01E+00,2.95E+02
4210,2.34E+00,7.37E+00,4.08E+00,2.95E+02
4211,2.25E+00,7.14E+00,4.08E+00,2.95E+02
4212,2.18E+00,7.01E+00,4.03E+00,2.95E+02
4213,2.06E+00,6.80E+00,3.85E+00,2.95E+02
4214,1.99E+00,6.71E+00,3.70E+00,2.95E+02
4215,1.91E+00,6.66E+00,3.47E+00,2.95E+02
4216,1.89E+00,6.65E+00,3.35E+00,2.95E+02
4217,1.86E+00,6.67E+00,3.10E+00,2.95E+02
4218,1.86E+00,6.68E+00,3.05E+00,2.95E+02
4219,1.87E+00,6.72E+00,2.94E+00,2.95E+02
4220,1.91E+00,6.83E+00,2.74E+00,2.95E+02
4221,1.96E+00,6.91E+00,2.65E+00,2.95E+02
4222,2.02E+00,7.01E+00,2.57E+00,2.95E+02
4223,2.08E+00,7.09E+00,2.52E+00,2.95E+02
4224,2.18E+00,7.23E+00,2.49E+00,2.95E+02
4225,2.28E+00,7.34E+00,2.49E+00,2.95E+02
4226,2.34E+00,7.40E+00,2.51E+00,2.95E+02
4227,2.45E+00,7.50E+00,2.58E+00,2.95E+02
4228,2.55E+00,7.57E+00,2.69E+00,2.95E+02
4229,2.58E+00,7.58E+00,2.75E+00,2.95E+02
4230,2.64E+00,7.59E+00,2.86E+00,2.95E+02
4231,2.68E+00,7.58E+00,2.95E+00,2.95E+02
4232,2.73E+00,7.50E+00,3.13E+00,2.95E+02
4233,2.75E+00,7.39E+00,3.27E+00,2.95E+02
4234,2.75E+00,7.22E+00,3.39E+00,2.95E+02
4235,2.75E+00,7.17E+00,3.41E+00,2.95E+02
4236,2.73E+00,7.06E+00,3.44E+00,2.95E+02
4237,2.71E+00,6.85E+00,3.44E+00,2.95E+02
4238,2.69E+00,6.62E+00,3.36E+00,2.95E+02
4239,2.70E+00,6.52E+00,3.28E+00,2.95E+02
4240,2.76E+00,6.34E+00,3.09E+00,2.95E+02
4241,2.80E+00,6.29E+00,3.02E+00,2.95E+02
4242,2.89E+00,6.21E+00,2.87E+00,2.95E+02
4243,2.93E+00,6.19E+00,2.82E+00,2.95E+02
4244,3.03E+00,6.16E+00,2.72E+00,2.95E+02
4245,3.12E+00,6.14E+00,2.65E+00,2.95E+02
4246,3.33E+00,6.13E+00,2.56E+00,2.95E+02
4247,3.49E+00,6.14E+00,2.54E+00,2.95E+02
4248,3.57E+00,6.16E+00,2.55E+00,2.95E+02
4249,3.70E+00,6.19E+00,2.63E+00,2.95E+02
4250,3.78E+00,6.21E+00,2.75E+00,2.95E+02
4251,3.79E+00,6.20E+00,2.95E+00,2.95E+02
4252,3.78E+00,6.19E+00,3.02E+00,2.95E+02
4253,3.74E+00,6.14E+00,3.16E+00,2.95E+02
4254,3.73E+00,6.12E+00,3.20E+00,2.95E+02
4255,3.69E+00,6.06E+00,3.28E+00,2.95E+02
4256,3.65E+00,5.99E+00,3.34E+00,2.95E+02
4257,3.55E+00,5.83E+00,3.45E+00,2.95E+02
4258,3.43E+00,5.60E+00,3.49E+00,2.95E+02
4259,3.40E+00,5.52E+00,3.49E+00,2.95E+02
4260,3.34E+00,5.34E+00,3.47E+00,2.95E+02
4261,3.28E+00,4.98E+00,3.37E+00,2.95E+02
4262,3.27E+00,4.82E+00,3.31E+00,2.95E+02
4263,3.28E+00,4.53E+00,3.17E+00,2.95E+02
4264,3.29E+00,4.39E+00,3.10E+00,2.95E+02
4265,3.36E+00,4.14E+00,2.96E+00,2.95E+02
4266,3.37E+00,4.09E+00,2.93E+00,2.95E+02
4267,3.41E+00,4.00E+00,2.87E+00,2.94E+02
4268,3.50E+00,3.82E+00,2.77E+00,2.94E+02
4269,3.53E+00,3.78E+00,2.75E+00,2.94E+02
4270,3.60E+00,3.69E+00,2.71E+00,2.94E+02
4271,3.76E+00,3.54E+00,2.64E+00,2.94E+02
4272,3.97E+00,3.39E+00,2.61E+00,2.94E+02
4273,4.22E+00,3.23E+00,2.62E+00,2.94E+02
4274,4.40E+00,3.11E+00,2.66E+00,2.94E+02
4275,4.54E+00,3.02E+00,2.72E+00,2.94E+02
4276,4.70E+00,2.89E+00,2.84E+00,2.95E+02
4277,4.79E+00,2.79E+00,2.95E+00,2.95E+02
4278,4.80E+00,2.75E+00,2.99E+00,2.95E+02
4279,4.81E+00,2.67E+00,3.07E+00,2.95E+02
4280,4.76E+00,2.50E+00,3.18E+00,2.94E+02
4281,4.64E+00,2.33E+00,3.24E+00,2.94E+02
4282,4.47E+00,2.11E+00,3.25E+00,2.94E+02
4283,4.44E+00,2.06E+00,3.24E+00,2.94E+02
4284,4.36E+00,1.95E+00,3.22E+00,2.94E+02
4285,4.24E+00,1.73E+00,3.16E+00,2.94E+02
4286,4.22E+00,1.68E+00,3.15E+00,2.94E+02
4287,4.18E+00,1.57E+00,3.11E+00,2.94E+02
4288,4.13E+00,1.39E+00,3.05E+00,2.94E+02
4289,4.12E+00,1.12E+00,2.94E+00,2.94E+02
4290,4.13E+00,1.03E+00,2.89E+00,2.94E+02
4291,4.18E+00,8.78E-01,2.80E+00,2.94E+02
4292,4.21E+00,8.24E-01,2.76E+00,2.94E+02
4293,4.30E+00,7.36E-01,2.67E+00,2.94E+02
4294,4.53E+00,6.40E-01,2.46E+00,2.94E+02
4295,4.87E+00,6.34E-01,2.20E+00,2.94E+02
4296,5.11E+00,6.86E-01,2.04E+00,2.94E+02
4297,5.47E+00,8.30E-01,1.78E+00,2.94E+02
4298,5.84E+00,1.03E+00,1.54E+00,2.94E+02
4299,6.15E+00,1.23E+00,1.36E+00,2.94E+02
4300,6.34E+00,1.35E+00,1.29E+00,2.94E+02
4301,6.72E+00,1.57E+00,1.21E+00,2.94E+02
4302,7.09E+00,1.77E+00,1.22E+00,2.94E+02
4303,7.39E+00,1.97E+00,1.28E+00,2.94E+02
4304,7.70E+00,2.25E+00,1.40E+00,2.94E+02
4305,7.80E+00,2.37E+00,1.46E+00,2.94E+02
4306,7.96E+00,2.64E+00,1.57E+00,2.95E+02
4307,8.04E+00,2.81E+00,1.64E+00,2.95E+02
4308,8.16E+00,3.18E+00,1.76E+00,2.95E+02
4309,8.25E+00,3.55E+00,1.86E+00,2.95E+02
4310,8.30E+00,3.85E+00,1.93E+00,2.95E+02
4311,8.37E+00,4.50E+00,2.08E+00,2.95E+02
4312,8.37E+00,5.03E+00,2.17E+00,2.95E+02
4313,8.31E+00,5.64E+00,2.26E+00,2.95E+02
4314,8.15E+00,6.26E+00,2.34E+00,2.95E+02
4315,7.81E+00,6.94E+00,2.38E+00,2.95E+02
4316,7.50E+00,7.33E+00,2.39E+00,2.95E+02
4317,6.77E+00,7.96E+00,2.39E+00,2.95E+02
4318,6.59E+00,8.07E+00,2.39E+00,2.95E+02
4319,6.20E+00,8.28E+00,2.41E+00,2.95E+02
4320,5.99E+00,8.38E+00,2.44E+00,2.95E+02
4321,5.57E+00,8.56E+00,2.54E+00,2.95E+02
4322,5.39E+00,8.65E+00,2.61E+00,2.95E+02
4323,5.02E+00,8.81E+00,2.81E+00,2.95E+02
4324,4.91E+00,8.86E+00,2.89E+00,2.95E+02
4325,4.71E+00,8.96E+00,3.09E+00,2.95E+02
4326,4.63E+00,9.00E+00,3.19E+00,2.95E+02
4327,4.49E+00,9.08E+00,3.41E+00,2.95E+02
4328,4.46E+00,9.10E+00,3.49E+00,2.95E+02
4329,4.40E+00,9.14E+00,3.64E+00,2.95E+02
4330,4.34E+00,9.20E+00,3.95E+00,2.95E+02
4331,4.34E+00,9.25E+00,4.28E+00,2.95E+02
4332,4.39E+00,9.27E+00,4.58E+00,2.95E+02
4333,4.48E+00,9.28E+00,4.84E+00,2.95E+02
4334,4.57E+00,9.27E+00,4.99E+00,2.95E+02
