,X [ m ], Y [ m ], Z [ m ], Temperature [ K ]
3462,5.34E+00,9.39E+00,1.97E+00,2.96E+02
3463,5.15E+00,9.43E+00,2.03E+00,2.96E+02
3464,4.97E+00,9.47E+00,2.09E+00,2.97E+02
3465,4.94E+00,9.48E+00,2.11E+00,2.97E+02
3466,4.88E+00,9.49E+00,2.13E+00,2.97E+02
3467,4.76E+00,9.52E+00,2.18E+00,2.97E+02
3468,4.71E+00,9.53E+00,2.21E+00,2.97E+02
3469,4.61E+00,9.55E+00,2.26E+00,2.97E+02
3470,4.52E+00,9.57E+00,2.30E+00,2.97E+02
3471,4.50E+00,9.57E+00,2.31E+00,2.97E+02
3472,4.47E+00,9.58E+00,2.33E+00,2.97E+02
3473,4.42E+00,9.59E+00,2.36E+00,2.97E+02
3474,4.38E+00,9.60E+00,2.38E+00,2.97E+02
3475,4.35E+00,9.60E+00,2.39E+00,2.97E+02
3476,4.34E+00,9.61E+00,2.40E+00,2.97E+02
3477,4.32E+00,9.61E+00,2.41E+00,2.97E+02
3478,4.30E+00,9.61E+00,2.42E+00,2.97E+02
3479,4.30E+00,9.62E+00,2.43E+00,2.97E+02
3480,4.29E+00,9.62E+00,2.43E+00,2.97E+02
3481,4.29E+00,9.62E+00,2.43E+00,2.97E+02
3482,4.29E+00,9.62E+00,2.43E+00,2.97E+02
3483,9.79E-01,-1.05E+01,4.55E+00,2.92E+02
3484,9.66E-01,-1.04E+01,4.55E+00,2.92E+02
3485,9.51E-01,-1.03E+01,4.55E+00,2.92E+02
3486,9.25E-01,-1.02E+01,4.55E+00,2.92E+02
3487,8.81E-01,-9.91E+00,4.56E+00,2.93E+02
3488,8.66E-01,-9.82E+00,4.56E+00,2.93E+02
3489,8.38E-01,-9.67E+00,4.56E+00,2.93E+02
3490,7.88E-01,-9.40E+00,4.56E+00,2.93E+02
3491,7.31E-01,-9.09E+00,4.57E+00,2.94E+02
3492,6.48E-01,-8.62E+00,4.58E+00,2.94E+02
3493,5.44E-01,-8.03E+00,4.60E+00,2.94E+02
3494,4.59E-01,-7.55E+00,4.61E+00,2.94E+02
3495,3.44E-01,-6.92E+00,4.63E+00,2.94E+02
3496,2.11E-01,-6.24E+00,4.65E+00,2.94E+02
3497,6.77E-02,-5.57E+00,4.67E+00,2.94E+02
3498,-9.63E-02,-4.81E+00,4.71E+00,2.94E+02
3499,-2.21E-01,-4.22E+00,4.74E+00,2.94E+02
3500,-3.74E-01,-3.44E+00,4.82E+00,2.94E+02
3501,-4.98E-01,-2.70E+00,4.90E+00,2.94E+02
3502,-5.75E-01,-2.15E+00,4.93E+00,2.94E+02
3503,-5.93E-01,-2.01E+00,4.93E+00,2.94E+02
3504,-6.29E-01,-1.74E+00,4.92E+00,2.94E+02
3505,-6.88E-01,-1.30E+00,4.87E+00,2.94E+02
3506,-7.03E-01,-1.19E+00,4.85E+00,2.94E+02
3507,-7.24E-01,-9.92E-01,4.80E+00,2.94E+02
3508,-7.30E-01,-8.06E-01,4.72E+00,2.94E+02
3509,-7.07E-01,-6.41E-01,4.61E+00,2.94E+02
3510,-6.57E-01,-5.19E-01,4.46E+00,2.94E+02
3511,-6.21E-01,-4.66E-01,4.35E+00,2.94E+02
3512,-5.39E-01,-3.92E-01,4.10E+00,2.94E+02
3513,-4.74E-01,-3.57E-01,3.91E+00,2.94E+02
3514,-3.75E-01,-3.36E-01,3.62E+00,2.94E+02
3515,-2.65E-01,-3.41E-01,3.34E+00,2.94E+02
3516,-1.66E-01,-3.53E-01,3.14E+00,2.94E+02
3517,5.47E-02,-3.92E-01,2.81E+00,2.94E+02
3518,1.30E-01,-4.09E-01,2.72E+00,2.94E+02
3519,2.85E-01,-4.47E-01,2.58E+00,2.94E+02
3520,6.16E-01,-5.64E-01,2.38E+00,2.94E+02
3521,6.81E-01,-5.96E-01,2.36E+00,2.94E+02
3522,8.14E-01,-6.69E-01,2.31E+00,2.94E+02
3523,1.09E+00,-8.54E-01,2.24E+00,2.94E+02
3524,1.20E+00,-9.39E-01,2.22E+00,2.94E+02
3525,1.42E+00,-1.13E+00,2.20E+00,2.95E+02
3526,1.76E+00,-1.43E+00,2.19E+00,2.95E+02
3527,2.15E+00,-1.77E+00,2.16E+00,2.95E+02
3528,2.64E+00,-2.15E+00,2.07E+00,2.95E+02
3529,3.11E+00,-2.47E+00,1.96E+00,2.95E+02
3530,3.36E+00,-2.63E+00,1.91E+00,2.95E+02
3531,3.82E+00,-2.90E+00,1.86E+00,2.95E+02
3532,4.32E+00,-3.21E+00,1.89E+00,2.95E+02
3533,4.68E+00,-3.44E+00,1.98E+00,2.95E+02
3534,5.13E+00,-3.75E+00,2.16E+00,2.95E+02
3535,5.36E+00,-3.92E+00,2.30E+00,2.95E+02
3536,5.76E+00,-4.21E+00,2.61E+00,2.95E+02
3537,6.07E+00,-4.45E+00,2.96E+00,2.95E+02
3538,6.17E+00,-4.53E+00,3.11E+00,2.95E+02
3539,6.32E+00,-4.65E+00,3.38E+00,2.95E+02
3540,6.42E+00,-4.74E+00,3.69E+00,2.95E+02
3541,6.44E+00,-4.78E+00,3.82E+00,2.95E+02
3542,6.45E+00,-4.82E+00,4.07E+00,2.95E+02
3543,6.40E+00,-4.85E+00,4.34E+00,2.95E+02
3544,6.21E+00,-4.86E+00,4.69E+00,2.95E+02
3545,5.86E+00,-4.84E+00,4.98E+00,2.95E+02
3546,5.77E+00,-4.83E+00,5.04E+00,2.95E+02
3547,5.55E+00,-4.82E+00,5.14E+00,2.95E+02
3548,5.26E+00,-4.79E+00,5.24E+00,2.95E+02
3549,4.99E+00,-4.77E+00,5.30E+00,2.95E+02
3550,4.61E+00,-4.73E+00,5.34E+00,2.95E+02
3551,4.32E+00,-4.69E+00,5.36E+00,2.95E+02
3552,4.10E+00,-4.66E+00,5.35E+00,2.95E+02
3553,3.72E+00,-4.59E+00,5.31E+00,2.95E+02
3554,3.48E+00,-4.53E+00,5.26E+00,2.95E+02
3555,3.40E+00,-4.51E+00,5.24E+00,2.95E+02
3556,3.25E+00,-4.45E+00,5.18E+00,2.95E+02
3557,3.15E+00,-4.41E+00,5.13E+00,2.95E+02
3558,3.06E+00,-4.36E+00,5.08E+00,2.95E+02
3559,2.98E+00,-4.32E+00,5.03E+00,2.95E+02
3560,2.85E+00,-4.29E+00,4.92E+00,2.95E+02
3561,2.83E+00,-4.29E+00,4.89E+00,2.95E+02
3562,2.78E+00,-4.30E+00,4.84E+00,2.95E+02
3563,2.68E+00,-4.37E+00,4.73E+00,2.95E+02
3564,2.56E+00,-4.48E+00,4.60E+00,2.95E+02
3565,2.34E+00,-4.66E+00,4.39E+00,2.95E+02
3566,2.04E+00,-4.92E+00,4.10E+00,2.95E+02
3567,1.84E+00,-5.10E+00,3.90E+00,2.95E+02
3568,1.77E+00,-5.16E+00,3.83E+00,2.95E+02
3569,1.66E+00,-5.28E+00,3.69E+00,2.95E+02
3570,1.49E+00,-5.49E+00,3.40E+00,2.95E+02
3571,1.40E+00,-5.71E+00,3.07E+00,2.95E+02
3572,1.43E+00,-5.92E+00,2.77E+00,2.95E+02
3573,1.46E+00,-5.99E+00,2.68E+00,2.95E+02
3574,1.56E+00,-6.15E+00,2.52E+00,2.95E+02
3575,1.67E+00,-6.29E+00,2.41E+00,2.95E+02
3576,1.78E+00,-6.44E+00,2.33E+00,2.95E+02
3577,1.95E+00,-6.62E+00,2.26E+00,2.95E+02
3578,2.11E+00,-6.78E+00,2.22E+00,2.95E+02
3579,2.28E+00,-6.95E+00,2.23E+00,2.95E+02
3580,2.37E+00,-7.04E+00,2.25E+00,2.95E+02
3581,2.54E+00,-7.21E+00,2.36E+00,2.95E+02
3582,2.65E+00,-7.32E+00,2.50E+00,2.95E+02
3583,2.75E+00,-7.42E+00,2.68E+00,2.95E+02
3584,2.86E+00,-7.55E+00,3.13E+00,2.95E+02
3585,2.87E+00,-7.57E+00,3.27E+00,2.95E+02
3586,2.89E+00,-7.57E+00,3.55E+00,2.95E+02
3587,2.88E+00,-7.53E+00,3.76E+00,2.95E+02
3588,2.86E+00,-7.46E+00,3.99E+00,2.95E+02
3589,2.81E+00,-7.35E+00,4.16E+00,2.95E+02
3590,2.78E+00,-7.29E+00,4.22E+00,2.95E+02
3591,2.70E+00,-7.15E+00,4.30E+00,2.95E+02
3592,2.61E+00,-7.01E+00,4.32E+00,2.95E+02
3593,2.55E+00,-6.92E+00,4.31E+00,2.95E+02
3594,2.42E+00,-6.73E+00,4.25E+00,2.95E+02
3595,2.33E+00,-6.59E+00,4.16E+00,2.95E+02
3596,2.28E+00,-6.50E+00,4.07E+00,2.95E+02
3597,2.21E+00,-6.34E+00,3.83E+00,2.95E+02
3598,2.19E+00,-6.22E+00,3.51E+00,2.95E+02
3599,2.22E+00,-6.18E+00,3.34E+00,2.95E+02
3600,2.31E+00,-6.13E+00,3.13E+00,2.95E+02
3601,2.35E+00,-6.12E+00,3.06E+00,2.95E+02
3602,2.46E+00,-6.09E+00,2.94E+00,2.95E+02
3603,2.65E+00,-6.06E+00,2.81E+00,2.95E+02
3604,2.72E+00,-6.05E+00,2.79E+00,2.95E+02
3605,2.86E+00,-6.02E+00,2.75E+00,2.95E+02
3606,3.09E+00,-5.98E+00,2.75E+00,2.95E+02
3607,3.25E+00,-5.93E+00,2.79E+00,2.95E+02
3608,3.33E+00,-5.89E+00,2.83E+00,2.95E+02
3609,3.47E+00,-5.81E+00,2.92E+00,2.95E+02
3610,3.50E+00,-5.78E+00,2.95E+00,2.95E+02
3611,3.54E+00,-5.70E+00,3.02E+00,2.95E+02
3612,3.56E+00,-5.60E+00,3.10E+00,2.95E+02
3613,3.55E+00,-5.47E+00,3.18E+00,2.95E+02
3614,3.53E+00,-5.39E+00,3.22E+00,2.95E+02
3615,3.48E+00,-5.20E+00,3.29E+00,2.95E+02
3616,3.46E+00,-5.12E+00,3.31E+00,2.95E+02
3617,3.40E+00,-4.95E+00,3.34E+00,2.95E+02
3618,3.34E+00,-4.74E+00,3.36E+00,2.95E+02
3619,3.30E+00,-4.63E+00,3.36E+00,2.95E+02
3620,3.23E+00,-4.42E+00,3.33E+00,2.95E+02
3621,3.19E+00,-4.31E+00,3.31E+00,2.95E+02
3622,3.15E+00,-4.11E+00,3.24E+00,2.95E+02
3623,3.13E+00,-4.00E+00,3.19E+00,2.95E+02
3624,3.12E+00,-3.80E+00,3.07E+00,2.95E+02
3625,3.13E+00,-3.73E+00,3.03E+00,2.95E+02
3626,3.16E+00,-3.62E+00,2.94E+00,2.94E+02
3627,3.22E+00,-3.52E+00,2.85E+00,2.94E+02
3628,3.34E+00,-3.39E+00,2.73E+00,2.94E+02
3629,3.56E+00,-3.29E+00,2.62E+00,2.94E+02
3630,3.68E+00,-3.26E+00,2.59E+00,2.94E+02
3631,3.93E+00,-3.22E+00,2.55E+00,2.94E+02
3632,4.26E+00,-3.24E+00,2.57E+00,2.95E+02
3633,4.54E+00,-3.32E+00,2.63E+00,2.95E+02
3634,4.82E+00,-3.44E+00,2.76E+00,2.95E+02
3635,5.10E+00,-3.61E+00,2.99E+00,2.95E+02
3636,5.26E+00,-3.72E+00,3.18E+00,2.95E+02
3637,5.37E+00,-3.80E+00,3.38E+00,2.95E+02
3638,5.44E+00,-3.84E+00,3.57E+00,2.95E+02
3639,5.47E+00,-3.84E+00,3.80E+00,2.95E+02
3640,5.46E+00,-3.81E+00,4.04E+00,2.95E+02
3641,5.44E+00,-3.79E+00,4.10E+00,2.95E+02
3642,5.41E+00,-3.76E+00,4.22E+00,2.95E+02
3643,5.32E+00,-3.69E+00,4.41E+00,2.95E+02
3644,5.16E+00,-3.57E+00,4.62E+00,2.95E+02
3645,4.95E+00,-3.40E+00,4.81E+00,2.95E+02
3646,4.75E+00,-3.24E+00,4.94E+00,2.95E+02
3647,4.70E+00,-3.21E+00,4.96E+00,2.95E+02
3648,4.61E+00,-3.13E+00,5.01E+00,2.95E+02
3649,4.42E+00,-2.94E+00,5.09E+00,2.95E+02
3650,4.15E+00,-2.62E+00,5.18E+00,2.95E+02
3651,3.88E+00,-2.23E+00,5.25E+00,2.95E+02
3652,3.65E+00,-1.76E+00,5.30E+00,2.95E+02
3653,3.53E+00,-1.41E+00,5.32E+00,2.95E+02
3654,3.41E+00,-1.02E+00,5.33E+00,2.95E+02
3655,3.40E+00,-9.70E-01,5.34E+00,2.95E+02
3656,3.36E+00,-8.67E-01,5.35E+00,2.94E+02
3657,3.28E+00,-6.87E-01,5.39E+00,2.94E+02
3658,3.20E+00,-5.75E-01,5.44E+00,2.94E+02
3659,3.17E+00,-5.49E-01,5.46E+00,2.94E+02
3660,3.09E+00,-5.08E-01,5.49E+00,2.94E+02
3661,2.96E+00,-4.77E-01,5.55E+00,2.94E+02
3662,2.85E+00,-4.74E-01,5.59E+00,2.94E+02
3663,2.80E+00,-4.78E-01,5.60E+00,2.94E+02
3664,2.70E+00,-4.92E-01,5.63E+00,2.94E+02
3665,2.59E+00,-5.11E-01,5.65E+00,2.95E+02
3666,2.46E+00,-5.34E-01,5.67E+00,2.95E+02
3667,2.32E+00,-5.71E-01,5.69E+00,2.95E+02
3668,2.16E+00,-6.27E-01,5.70E+00,2.94E+02
3669,1.96E+00,-7.12E-01,5.72E+00,2.95E+02
3670,1.92E+00,-7.28E-01,5.72E+00,2.95E+02
3671,1.86E+00,-7.53E-01,5.72E+00,2.95E+02
3672,1.76E+00,-7.98E-01,5.72E+00,2.95E+02
3673,1.67E+00,-8.52E-01,5.72E+00,2.95E+02
3674,1.61E+00,-8.91E-01,5.71E+00,2.95E+02
3675,1.51E+00,-9.74E-01,5.70E+00,2.95E+02
3676,1.45E+00,-1.05E+00,5.67E+00,2.95E+02
3677,1.41E+00,-1.21E+00,5.59E+00,2.95E+02
3678,1.42E+00,-1.30E+00,5.52E+00,2.94E+02
3679,1.49E+00,-1.48E+00,5.38E+00,2.94E+02
3680,1.64E+00,-1.69E+00,5.18E+00,2.94E+02
3681,1.85E+00,-1.96E+00,4.92E+00,2.94E+02
3682,2.07E+00,-2.28E+00,4.65E+00,2.94E+02
3683,2.10E+00,-2.33E+00,4.61E+00,2.94E+02
3684,2.15E+00,-2.43E+00,4.53E+00,2.94E+02
3685,2.23E+00,-2.62E+00,4.39E+00,2.94E+02
3686,2.26E+00,-2.68E+00,4.34E+00,2.94E+02
3687,2.29E+00,-2.79E+00,4.24E+00,2.94E+02
3688,2.31E+00,-2.98E+00,4.05E+00,2.94E+02
3689,2.29E+00,-3.15E+00,3.83E+00,2.94E+02
3690,2.25E+00,-3.33E+00,3.55E+00,2.94E+02
3691,2.21E+00,-3.66E+00,3.04E+00,2.94E+02
3692,2.21E+00,-3.70E+00,2.97E+00,2.94E+02
3693,2.23E+00,-3.79E+00,2.83E+00,2.94E+02
3694,2.32E+00,-3.95E+00,2.56E+00,2.94E+02
3695,2.36E+00,-3.99E+00,2.49E+00,2.94E+02
3696,2.45E+00,-4.07E+00,2.35E+00,2.94E+02
3697,2.69E+00,-4.24E+00,2.11E+00,2.95E+02
3698,2.89E+00,-4.36E+00,2.00E+00,2.95E+02
3699,3.02E+00,-4.44E+00,1.95E+00,2.95E+02
3700,3.30E+00,-4.62E+00,1.90E+00,2.95E+02
3701,3.55E+00,-4.80E+00,1.91E+00,2.95E+02
3702,3.75E+00,-4.96E+00,1.94E+00,2.95E+02
3703,4.08E+00,-5.26E+00,2.09E+00,2.95E+02
3704,4.37E+00,-5.57E+00,2.35E+00,2.95E+02
3705,4.58E+00,-5.84E+00,2.67E+00,2.95E+02
3706,4.66E+00,-5.97E+00,2.86E+00,2.95E+02
3707,4.67E+00,-5.98E+00,2.90E+00,2.95E+02
3708,4.68E+00,-6.01E+00,2.96E+00,2.95E+02
3709,4.69E+00,-6.04E+00,3.09E+00,2.95E+02
3710,4.66E+00,-5.99E+00,3.18E+00,2.95E+02
3711,4.63E+00,-5.91E+00,3.23E+00,2.95E+02
3712,4.52E+00,-5.58E+00,3.31E+00,2.94E+02
3713,4.32E+00,-5.04E+00,3.39E+00,2.94E+02
3714,4.28E+00,-4.95E+00,3.40E+00,2.94E+02
3715,4.20E+00,-4.76E+00,3.42E+00,2.94E+02
3716,4.02E+00,-4.34E+00,3.46E+00,2.94E+02
3717,3.97E+00,-4.21E+00,3.47E+00,2.94E+02
3718,3.85E+00,-3.93E+00,3.48E+00,2.94E+02
3719,3.69E+00,-3.50E+00,3.48E+00,2.94E+02
3720,3.52E+00,-3.01E+00,3.43E+00,2.94E+02
3721,3.47E+00,-2.84E+00,3.40E+00,2.94E+02
3722,3.39E+00,-2.52E+00,3.33E+00,2.94E+02
3723,3.35E+00,-2.23E+00,3.24E+00,2.94E+02
3724,3.35E+00,-1.75E+00,3.05E+00,2.94E+02
3725,3.40E+00,-1.53E+00,2.95E+00,2.94E+02
3726,3.56E+00,-1.13E+00,2.73E+00,2.94E+02
3727,3.67E+00,-9.50E-01,2.61E+00,2.94E+02
3728,3.81E+00,-8.11E-01,2.48E+00,2.94E+02
3729,4.01E+00,-6.81E-01,2.28E+00,2.94E+02
3730,4.17E+00,-6.12E-01,2.11E+00,2.94E+02
3731,4.49E+00,-5.38E-01,1.81E+00,2.94E+02
3732,4.66E+00,-5.32E-01,1.66E+00,2.94E+02
3733,5.02E+00,-5.75E-01,1.37E+00,2.94E+02
3734,5.29E+00,-6.43E-01,1.15E+00,2.94E+02
3735,5.48E+00,-7.03E-01,9.81E-01,2.94E+02
3736,5.61E+00,-7.49E-01,8.59E-01,2.94E+02
3737,5.83E+00,-8.55E-01,6.36E-01,2.94E+02
3738,5.87E+00,-8.75E-01,6.04E-01,2.95E+02
3739,5.93E+00,-9.20E-01,5.46E-01,2.95E+02
3740,6.06E+00,-1.03E+00,4.57E-01,2.95E+02
3741,6.14E+00,-1.12E+00,4.13E-01,2.95E+02
3742,6.16E+00,-1.15E+00,4.05E-01,2.95E+02
3743,6.19E+00,-1.19E+00,3.91E-01,2.95E+02
3744,6.26E+00,-1.29E+00,3.67E-01,2.95E+02
3745,6.30E+00,-1.35E+00,3.56E-01,2.95E+02
3746,6.37E+00,-1.44E+00,3.40E-01,2.95E+02
3747,6.46E+00,-1.55E+00,3.21E-01,2.95E+02
3748,6.53E+00,-1.65E+00,3.08E-01,2.95E+02
3749,6.63E+00,-1.76E+00,2.96E-01,2.95E+02
3750,6.71E+00,-1.86E+00,2.87E-01,2.95E+02
3751,6.83E+00,-1.99E+00,2.77E-01,2.95E+02
3752,6.87E+00,-2.04E+00,2.74E-01,2.95E+02
3753,6.94E+00,-2.12E+00,2.70E-01,2.96E+02
3754,7.06E+00,-2.26E+00,2.66E-01,2.96E+02
3755,7.08E+00,-2.28E+00,2.66E-01,2.96E+02
3756,7.12E+00,-2.32E+00,2.65E-01,2.96E+02
3757,7.18E+00,-2.39E+00,2.65E-01,2.96E+02
3758,7.20E+00,-2.41E+00,2.64E-01,2.96E+02
3759,7.23E+00,-2.45E+00,2.64E-01,2.96E+02
3760,7.29E+00,-2.52E+00,2.63E-01,2.96E+02
3761,7.40E+00,-2.66E+00,2.62E-01,2.96E+02
3762,7.47E+00,-2.75E+00,2.62E-01,2.96E+02
3763,7.58E+00,-2.92E+00,2.62E-01,2.96E+02
3764,7.60E+00,-2.94E+00,2.63E-01,2.96E+02
3765,7.64E+00,-3.00E+00,2.63E-01,2.96E+02
3766,7.71E+00,-3.12E+00,2.63E-01,2.96E+02
3767,7.72E+00,-3.13E+00,2.63E-01,2.96E+02
3768,7.74E+00,-3.17E+00,2.63E-01,2.96E+02
3769,7.79E+00,-3.24E+00,2.61E-01,2.96E+02
3770,7.79E+00,-3.26E+00,2.60E-01,2.96E+02
3771,7.81E+00,-3.29E+00,2.58E-01,2.96E+02
3772,7.82E+00,-3.31E+00,2.57E-01,2.95E+02
3773,7.86E+00,-3.38E+00,2.54E-01,2.95E+02
3774,7.91E+00,-3.46E+00,2.46E-01,2.95E+02
3775,7.99E+00,-3.60E+00,2.24E-01,2.95E+02
3776,8.07E+00,-3.74E+00,1.97E-01,2.95E+02
3777,8.16E+00,-3.98E+00,1.60E-01,2.95E+02
3778,8.21E+00,-4.23E+00,1.37E-01,2.95E+02
3779,8.23E+00,-4.35E+00,1.30E-01,2.95E+02
3780,8.24E+00,-4.60E+00,1.20E-01,2.95E+02
3781,8.23E+00,-4.85E+00,1.15E-01,2.95E+02
3782,8.18E+00,-5.19E+00,1.12E-01,2.95E+02
3783,8.14E+00,-5.36E+00,1.11E-01,2.95E+02
3784,8.13E+00,-5.40E+00,1.11E-01,2.95E+02
3785,8.12E+00,-5.46E+00,1.11E-01,2.95E+02
3786,8.09E+00,-5.57E+00,1.11E-01,2.96E+02
3787,8.08E+00,-5.61E+00,1.12E-01,2.96E+02
3788,8.06E+00,-5.69E+00,1.12E-01,2.96E+02
3789,8.03E+00,-5.78E+00,1.14E-01,2.96E+02
3790,7.95E+00,-5.98E+00,1.18E-01,2.95E+02
3791,7.93E+00,-6.02E+00,1.19E-01,2.96E+02
3792,7.89E+00,-6.10E+00,1.21E-01,2.96E+02
3793,7.85E+00,-6.17E+00,1.24E-01,2.95E+02
3794,7.76E+00,-6.31E+00,1.29E-01,2.95E+02
3795,7.66E+00,-6.43E+00,1.36E-01,2.95E+02
3796,7.59E+00,-6.51E+00,1.41E-01,2.95E+02
3797,7.44E+00,-6.65E+00,1.53E-01,2.95E+02
3798,7.23E+00,-6.79E+00,1.72E-01,2.95E+02
3799,6.80E+00,-7.02E+00,2.25E-01,2.95E+02
3800,6.59E+00,-7.11E+00,2.59E-01,2.95E+02
3801,6.39E+00,-7.18E+00,2.97E-01,2.95E+02
3802,6.19E+00,-7.23E+00,3.42E-01,2.95E+02
3803,5.97E+00,-7.29E+00,4.07E-01,2.95E+02
3804,5.84E+00,-7.31E+00,4.57E-01,2.95E+02
3805,5.58E+00,-7.33E+00,5.71E-01,2.95E+02
3806,5.52E+00,-7.33E+00,6.00E-01,2.95E+02
3807,5.41E+00,-7.34E+00,6.62E-01,2.95E+02
3808,5.22E+00,-7.34E+00,8.12E-01,2.95E+02
3809,5.19E+00,-7.34E+00,8.37E-01,2.95E+02
3810,5.14E+00,-7.34E+00,8.91E-01,2.95E+02
3811,5.04E+00,-7.35E+00,1.01E+00,2.95E+02
3812,4.98E+00,-7.35E+00,1.09E+00,2.95E+02
3813,4.91E+00,-7.36E+00,1.17E+00,2.95E+02
3814,4.77E+00,-7.38E+00,1.28E+00,2.96E+02
3815,4.61E+00,-7.41E+00,1.38E+00,2.95E+02
3816,4.29E+00,-7.52E+00,1.54E+00,2.96E+02
3817,3.95E+00,-7.63E+00,1.68E+00,2.96E+02
3818,3.62E+00,-7.75E+00,1.83E+00,2.96E+02
3819,3.44E+00,-7.82E+00,1.92E+00,2.96E+02
3820,3.25E+00,-7.91E+00,2.04E+00,2.96E+02
3821,3.18E+00,-7.95E+00,2.10E+00,2.96E+02
3822,3.05E+00,-8.04E+00,2.24E+00,2.96E+02
3823,2.99E+00,-8.10E+00,2.33E+00,2.96E+02
3824,2.89E+00,-8.22E+00,2.55E+00,2.96E+02
3825,2.80E+00,-8.38E+00,2.90E+00,2.95E+02
3826,2.75E+00,-8.47E+00,3.17E+00,2.95E+02
3827,2.67E+00,-8.62E+00,3.77E+00,2.95E+02
3828,2.55E+00,-8.70E+00,4.36E+00,2.95E+02
3829,2.52E+00,-8.70E+00,4.46E+00,2.95E+02
3830,2.45E+00,-8.69E+00,4.65E+00,2.95E+02
3831,2.23E+00,-8.65E+00,4.96E+00,2.95E+02
3832,1.91E+00,-8.57E+00,5.20E+00,2.95E+02
3833,1.67E+00,-8.52E+00,5.32E+00,2.95E+02
3834,1.60E+00,-8.51E+00,5.35E+00,2.95E+02
3835,1.44E+00,-8.48E+00,5.40E+00,2.95E+02
3836,1.12E+00,-8.42E+00,5.48E+00,2.95E+02
3837,7.60E-01,-8.34E+00,5.54E+00,2.95E+02
3838,7.06E-01,-8.33E+00,5.55E+00,2.95E+02
3839,5.97E-01,-8.29E+00,5.56E+00,2.95E+02
3840,3.79E-01,-8.20E+00,5.56E+00,2.95E+02
3841,1.60E-01,-8.08E+00,5.55E+00,2.95E+02
3842,-1.33E-02,-7.94E+00,5.52E+00,2.95E+02
3843,-2.51E-01,-7.75E+00,5.48E+00,2.95E+02
3844,-3.59E-01,-7.66E+00,5.47E+00,2.95E+02
3845,-4.81E-01,-7.58E+00,5.47E+00,2.95E+02
3846,-7.30E-01,-7.43E+00,5.49E+00,2.95E+02
3847,-9.98E-01,-7.32E+00,5.54E+00,2.95E+02
3848,-1.08E+00,-7.30E+00,5.56E+00,2.95E+02
3849,-1.25E+00,-7.26E+00,5.58E+00,2.95E+02
3850,-1.49E+00,-7.20E+00,5.61E+00,2.95E+02
3851,-1.67E+00,-7.17E+00,5.61E+00,2.95E+02
3852,-1.80E+00,-7.14E+00,5.60E+00,2.95E+02
3853,-2.00E+00,-7.11E+00,5.55E+00,2.95E+02
3854,-2.23E+00,-7.07E+00,5.46E+00,2.95E+02
3855,-2.32E+00,-7.06E+00,5.41E+00,2.95E+02
3856,-2.50E+00,-7.05E+00,5.30E+00,2.95E+02
3857,-2.59E+00,-7.05E+00,5.24E+00,2.95E+02
3858,-2.79E+00,-7.06E+00,5.12E+00,2.95E+02
3859,-2.83E+00,-7.06E+00,5.09E+00,2.95E+02
3860,-2.90E+00,-7.04E+00,5.05E+00,2.95E+02
3861,-3.05E+00,-6.96E+00,4.96E+00,2.95E+02
3862,-3.16E+00,-6.85E+00,4.91E+00,2.95E+02
3863,-3.24E+00,-6.75E+00,4.89E+00,2.95E+02
3864,-3.30E+00,-6.65E+00,4.87E+00,2.95E+02
3865,-3.42E+00,-6.43E+00,4.87E+00,2.95E+02
3866,-3.47E+00,-6.33E+00,4.88E+00,2.95E+02
3867,-3.52E+00,-6.24E+00,4.89E+00,2.94E+02
3868,-3.59E+00,-6.06E+00,4.92E+00,2.94E+02
3869,-3.71E+00,-5.66E+00,5.00E+00,2.94E+02
3870,-3.82E+00,-5.24E+00,5.13E+00,2.94E+02
3871,-3.89E+00,-4.75E+00,5.29E+00,2.94E+02
3872,-3.90E+00,-4.38E+00,5.39E+00,2.94E+02
3873,-3.90E+00,-4.29E+00,5.41E+00,2.94E+02
3874,-3.88E+00,-4.11E+00,5.44E+00,2.94E+02
3875,-3.84E+00,-3.81E+00,5.45E+00,2.94E+02
3876,-3.78E+00,-3.58E+00,5.42E+00,2.94E+02
3877,-3.73E+00,-3.45E+00,5.38E+00,2.94E+02
3878,-3.63E+00,-3.29E+00,5.26E+00,2.94E+02
3879,-3.55E+00,-3.22E+00,5.16E+00,2.94E+02
3880,-3.43E+00,-3.21E+00,5.00E+00,2.94E+02
3881,-3.34E+00,-3.23E+00,4.87E+00,2.94E+02
3882,-3.17E+00,-3.39E+00,4.58E+00,2.94E+02
3883,-3.14E+00,-3.43E+00,4.52E+00,2.94E+02
3884,-3.09E+00,-3.52E+00,4.40E+00,2.94E+02
3885,-3.00E+00,-3.73E+00,4.19E+00,2.94E+02
3886,-2.94E+00,-3.98E+00,3.99E+00,2.94E+02
3887,-2.91E+00,-4.33E+00,3.77E+00,2.94E+02
3888,-2.91E+00,-4.53E+00,3.67E+00,2.94E+02
3889,-2.97E+00,-4.90E+00,3.51E+00,2.94E+02
3890,-3.03E+00,-5.15E+00,3.43E+00,2.94E+02
3891,-3.17E+00,-5.63E+00,3.32E+00,2.95E+02
3892,-3.32E+00,-6.13E+00,3.24E+00,2.95E+02
3893,-3.49E+00,-6.81E+00,3.13E+00,2.95E+02
3894,-3.61E+00,-7.42E+00,3.05E+00,2.95E+02
3895,-3.68E+00,-7.85E+00,3.03E+00,2.95E+02
